त्यांचे पती अनिल हवालदार आणि शिरीष कणेकर हे दोघेही लेखक होत.	11	tyanche pati Anil Hawaldar ani Shirish Kanekar he doghehi lekhak hot.	11	
रिपब्लिकन पार्टी ऑफ इंडिया (राजा ढाले)	6	Republican Party of India (Raja Dhale).	6	
तसेच चिं.	2	tasech Chi.	2	
रेशमा और शेरा (१९७१) या चित्रपटासाठी राष्ट्रीय चित्रपट पुरस्कार मिळाला.	10	Reshma aur Shera (1971) ya chitrapatasathi Rashtriya Chitrapat puraskar milala.	10	
अलख निरंजन (नवनाथांच्या जीवनावर)	4	Alakh Niranjan (Navnathanchya jeevanavar)	4	
बिदर शहरातून बाहेर पडले की सगळीकडे दख्खनचे मोकळे पठार दिसू लागते.	11	Bidar shaharatun baher padle ki saglikade Dakhanche mokle pathar disu lagte.	11	
अँपियर	1	ampere	1	
पुण्यातील मंदिरांची सन १८१० साली केलेली यादी हे या पुस्तकाचे वैशिष्ट्य आहे.	12	Punyatil mandiranchi san 1810 saali keleli yaadi he yaa pustakache vaishistya ahe.	12	
उत्तराखंड विधानसभा निवडणुका	3	Uttarakhand Vidhansabha nivadnuka	3	
माघ पौर्णिमेला “नव्याची पुनव” म्हणतात.	5	Maagh pournima "navyachi punav" mhantat.	5	
महाराजांनी त्यांच्यातले कसब ओळखले स्वराज्यनिर्र्मितीच्या कामाला उपयोगी पडतील हे जाणून त्यांना त्या गुप्तहेरीच्या कामात रुजू करून घेतले.	17	maharajanni tyanchatle kasab olakhle swarajyanirmitichya kamala upayogi padtil he janun tyana tya guptaherichya kamat ruju karun ghetle.	17	
त्या ठिकाणी विहिरीतील गाळ उपसताना शिवरामभट्ट चित्रावांना तळाशी खजिना सापडला, तो त्यांनी बाजीराव पेशव्यांकडे सुपूर्त केला.	16	tya thikani vihiritil gaal upastana Shivarambhatt chitravanna talashi khajina sapadla, to tyanni bajirao Peshwyankade supurta kela.	16	
तेव्हापासून आजवर चिंटू अनेक आबालवृद्धांचा लाडका बनला आहे.	8	tevhapasun ajvar Chintu anek abaalvrudhancha laadka banla ahe.	8	
हे शहर मर्सी नदीच्या मुखाजवळ व आयरिश समुद्राच्या किनाऱ्यावर वसले असून ते इंग्लंडमधील सर्वात महत्त्वाच्या बंदरांपैकी एक आहे.	18	he shahar Mercy nadichya mukhajawal va Irish samudrachya kinaryavar vasle asun te Englandmadhil sarvaat mahatvachya bandaranpaiki ek ahe.	18	
थोड्या लहान स्वरुपातील मोटेचा वापर, पाणके धनवान लोकांकडे, दोर बादलीच्या साहाय्याने विहिरीतून पाणी काढून,ते या मोटेत भरुन पाठीवर आणून, रांजणात भरण्यासाठी करीत असत.	23	thodya lahan swarupatil motecha vapar, paanke dhanvan lokankade, dor badlichya sahayyane vihiritun paani kadhun, te ya motet bharun pathivar aanun, ranjanat bharnyasathi karit asat.	24	Word count is not matching due to difference of spacing in Marathi and Latin text.
बलांगा सिटी फिलिपाईन्सच्या बटान प्रांतातील शहर आहे.	7	Balanga city Philippinescha Bataan prantatil shahar ahe.	7	
महाराष्ट्रात हा वृक्ष तिल्लारीच्या वनांत आढळतो.	6	Maharashtrat ha vruksha Tillarichya vanant adhalto.	6	
या प्रकारातील पानबुड्या आण्विक इंधनावर चालविल्या जातात.	7	ya prakaratil paanbudya anvik indhanavar chalavilya jatat.	7	
ती हिंदी चित्रपटांतून अभिनय करते.	5	ti Hindi chitrapatantun abhinay karte.	5	
विद्यार्थी आणि युवा वर्गाच्या प्रश्नांवर लक्ष दिल्याने त्यांची १९८५ साली अखिल भारतीय विद्यार्थी परिषदमध्ये क्षेत्रीय संघटन मंत्री म्हणून निवड झाली.	20	vidyarthi ani yuva vargachya prashnanvar laksha dilyane tyanchi 1985 saali Akhil Bharatiye vidyarthi Parishadmadhye kshetriya sanghatan mantri mhanun nivad jhali.	20	
अखिल भारतीय मराठी साहित्य परिषद आणि पुणे महापालिका यांनी शिवजयंतीनिमित्त पुण्यात पहिले छत्रपती शिवाजी महाराज साहित्य संमेलन आयोजित केले होते.	20	Akhil Bhartiya Marathi Sahitya Parishad aani Pune Mahapalika yanni Shivajayantinimitta Punyat pahile Chatrapati Shivaji Maharaj Sahitya Sammelan ayojit kele hote.	20	
अजून म्हणजे, मुस्लिम लीगचे नेते, मोहम्मद अली जिना यांना, पश्चिम पंजाब, सिंध, उत्तर-पश्चिम फ्रंटियर प्रांत आणि पूर्व बंगालमध्ये बराच पाठिंबा होता.	21	ajun mhanje, Muslim leagueche nete, Muhammad Ali Jinnah yanna, pashim Punjab, Sindh, Uttar-Paschim frontier prant ani purva Bengalmadhye barach pathimba hota.	21	
मुकणे निराश झाले नाहीत या वेळी मात्र त्यांनी न चुकता रेल्वे अर्थसंकल्प तयार होण्याआधीच नवनियुक्त केद्रीय रेल्वे मंत्री ममता बॅनर्जी यांची भेट घेण्याचे ठरविले आणि	25	Mukne niraash jhale nahit ya veli maatra tyanni na chukta railway arthasankalpa tayaar honyaadhich navniyukta kendriya railway mantri Mamta Banerjee yanchi bhet ghenyache tharavile aani	25	
त्यानुसार राजाराम मुकणे यांनी १७ डिसेंबर २००९ रोजी रेल्वे मंत्री ममता बॅनर्जी यांना दिल्ली येथे आदिवासी भागात रेल्वे मार्ग सुरु करण्यासाठी लेखी निवेदन दिले.	24	tyanusar Rajaram Mukne yanni 17 December 2009 roji railway mantri Mamta Banerjee yanna Delhi yethe adivasi bhagat railway marga suru karnyasathi lekhi nivedan dile.	24	
झर्‍याच्या दोन्ही बाजूला पोटखराबा जमीन आहे.	6	zaryachya donhi bajula potkharaba jameen ahe.	6	
यामुळे ढोकळा फुगतो आणि हलका होतो.	6	yaamule dhokla fugto ani halka hoto.	6	
त्यातील काही टाक्यांची नावे पुढीलप्रमाणे: हेरिंगबोन टाका, बटनहोल टाका, फ्रेंच नॉट, फेदर स्टिच, गाठीचा टाका, गहू टाका, काश्मिरी टाका, कांथावर्क, कर्नाटकी कशिदा.	22	tyatil kahi takkyanche naave pudhilpramane: Herringbone taaka, Buttonhole taaka, French Knot, Feather Stitch, Gathicha taaka, Gahu taaka, Kashmiri taaka, Kanthawork, Karnataki Kashida.	22	
उलट असे म्हणणे योग्य होइल की नास्तिक नसलेले लोक कमी झाले आहेत.	12	ulat ase mhanne yogya hoil ki nastik naslele lok kami jhale ahet.	12	
तेंव्हा त्यांचे नाव बदलून लक्ष्मीबाई असे ठेवण्यात आले.	8	tevha tyanche naav badlun Laxmibai ase thevnyat aale.	8	
अध्यात्मपर विचार शृंगारिक काव्यात ते अशा बेमालूमपणे मिसळून देत के त्यांच्या काव्याने लोक थक्क होत.	15	adhyatmapar vichar shrungarik kavyat te asha bemalupane misalun det ke tyanchya kavyane lok thakka hot.	15	
काश्मीर खोऱ्याचा जवळजवळ २/३ भाग भारताच्या ताब्यात 'जम्मू व काश्मीर' या राज्याचा भाग .	14	kashmir khoryacha javaljaval 2/3 bhag bhartachya 'jammu va kashmir' ya rajyacha bhag .	13	Word count is not matching due to difference of spacing in Marathi and Latin text.
चिंतो कृष्ण वळे (१८व्या शतकाचा उत्तरार्ध) : भाऊसाहेबांची बखर या सुप्रसिद्ध बखरीचे एक सहलेखक.	14	Chinto Krishna Vale (18vya shatkacha uttarardha) : Bhausahebanchi bakhar ya suprasidha bakhariche ek sahalekhak.	14	
पर्यावरणाच्या सुरक्षिततेचा हक्क घटनेने दिलेल्या जीविताच्या हक्काचा एक भाग आहे, कायदा सर्वांसाठी असतो आणि तो सर्वांना समप्रमाणात लागू व्हावा, असे त्यांचे म्हणणे आहे.	23	paryavarnachya surakshitatecha hakka ghatnene dilelya jivitachya hakkachya ek bhag ahe, kayda sarvansathi asto ani to sarvanna sampramanat lagu vhava, ase tyanche mhanne ahe.	23	
मडीवाळ माचीदेव.	2	Madiwal Machidev.	2	
५०० कोटी रुपयांचा घोटाळा करून दुबईला पळून गेलेल्या सागरला त्याच्या प्रत्यार्पणानंतर ठाणे गुन्हे शाखेच्या पोलीस अधिकार्‍यांनी मुंबईस आणले आणि अटकेत टाकले.	21	500 koti rupayancha ghotala karun Dubaila palun gelelya Sagarla tyachya pratyarpananantar Thane gunhe shakhechya police adhikaryanni Mumbais aanle ani ataket takle.	21	
सर्वसामान्य प्रजा घोटभर पाण्यासाठी वणवण हिंडत होती.	7	sarvasamanya praja ghotbhar panyasathi vanvan hindat hoti.	7	
शब्दगंधार	1	shabdagandhar	1	
गावातील वय वर्ष शून्य ते सहा वर्षे लहान मुलांची संख्या २०१ आहे.	12	gavatil vay varsha shunya te saha varshe lahaan mulanchi sankhya 201 ahe.	12	
कारण त्यात राजेशाही, सामंतशाही व लोकशाही या तिन्ही पद्धतींच्या गुणांचा समन्वय साधला गेला होता.	14	karan tyat rajeshahi, samantshahi va lokshahi ya tinhi padhatinchya gunancha samanvay sadhla gela hota.	14	
वहीदा रहमान यांना गाईड (१९६५) व नील कमल (१९६८) या चित्रपटांतील अभिनयासाठी उत्कृष्ट अभिनेत्रीचे फिल्मफेअर पुरस्कार मिळाले.	17	Wahida Rehman yanna Guide (1965) va Neel Kamal (1968) yaa chitrapatantil abhinayasathi utkrushta abhinetriche Filmfare puraskar milale.	17	
प्रबोधनमित्र पुरस्कार हा आंबेडकरी चळवळीत सक्रियपणे कार्यरत असणार्‍या नाशिक येथील समाजप्रबोधन संस्थेतर्फे देण्यात येतो.	14	Prabhodanmitra puraskar ha Ambedkari chalvalit sakriyapane karyarat asnarya Nashik yethil samajprabodhan sansthetarphe denyat yeto.	14	
याला "टॉमबाघचा गोलाकार तारकासमूह" असेही म्हणतात.	6	yala "Tombaghcha Golakar Tarkasamuh" asehi mhantat.	6	
त्याचा सूड घेण्याकरिता ज्यूंचे हत्यासत्र सुरु झाले, असे या कथानकाचे आशयसूत्र आहे.	12	tyacha suud ghenyakarita Jewnche hatyasatra suru jhale, ase ya kathanakache aashaysutra ahe.	12	
बर्याच बाबतीत, या महिलांकडे सिंहाचा जास्तीत जास्त मालकी हक्क होता परंतु त्यांना संरक्षण देण्यासाठी आवश्यक कायदेशीर तज्ञांचाही उपयोग झाला नाही.	20	bayarch babtit, yaa mahilankade sinhacha jastit jasta malki hakka hota parantu tyana sarakshan denyasathi avashyak kaydeshir tadnyanchahi upayog jhala nahi.	20	
नारो रामचंद्र उर्फ नाना महागावकर यांची ही शाळा होती.	9	Naro Ramchandra urf Nana Mahagaonkar yanchi hi shala hoti.	9	
इब्सेनच्याच विचाराचा त्याचा एक ब्यर्सन नावाचा नाटककार साडू होता.	9	Ibsenchach vicharacha tyacha ek Byarsan navacha natakar sadu hota.	9	
असुरांकडे देवांप्रमाणेच अमानवी शक्ती असते.	5	Asurankade Devanpramanech amanavi shakti aste.	5	
राळ व गुग्गुळ हे पदार्थ जंतुघ्न आहेत.	7	Raal va Guggal he padartha jantughna ahet.	7	
हा विक्रम “लिमका बुक ऑफ वर्ल्ड रेकॉर्ड” मध्ये नोदला गेला आहे.	11	ha vikram "Limca Book of World Record" madhye nondla gela ahe.	11	
डॉ. कदम काॅंग्रॆस पक्षातर्फे महाराष्ट्र विधानसभेवर चार वेळा निवडून गेले होते.	11	Dr. Kadam Congress pakshatarphe Maharashtra Vidhansabhevar char vela nivadun gele hote.	11	
कंपनीची वाढ होत असताना फ्रंटियरने आपल्या विभागांची पुनर्रचना करण्याचे ठरवले.	10	companichi wadh hot astana frontierne aplya vichaganchi punarrachna karnyache tharavle.	10	
भाताच्या राशीवर नारन नावाच्या देवीची स्थापना करून तिच्याभोवती पुरुष फेर धरून नाचतात.	12	bhatachya rashivar Naaran navachya Devichi sthapana karun tichyabhovati purush pher dharun nachtat.	12	
सप्टेंबर १९२९मध्ये युद्ध सुरू झाल्यावर जनरल लॉर्ड गॉर्टच्या नेतृत्त्वाखाली हे सैन्य युरोपात उतरले आणि बेल्जियम-फ्रांस सीमेवर फ्रेंच सैन्याच्या डाव्या फळीवर त्यांनी ठाण मांडले.	23	September 1929madhye yudha suru jhalyawar General Lord Gortchya netrutvakhali he sainya Europat utarle ani Belgium-France seemevar French sainyachya davya falivar tyanni than mandle.	23	
या शाळेच्या लष्करी शिस्तीत मनोज पांडे रमले व तिथूनच त्यांना सैन्यदलात जाण्याची प्रेरणा मिळाली.	14	ya shalechya lashkari shistit Manoj Pande ramle va tithunach tyana sainyadalat janyachi prerna milali.	14	
दलित समाजामधून त्यांना पुरेसा पाठिंबा मिळाला नाही.	7	Dalit samajamadhun tyana puresa pathimba milala nahi.	7	
वामन शिवराम आपटेकृत संस्कृत-इंग्लिश शब्दकोश (संस्कृत व इंग्लिश मजकूर)	9	Vaman Shivram Aptekrut Sanskrit-English shabdakosh (Sanskrit va English majkur)	9	
झोम्बींचेही अनेक प्रकार असून त्यांच्या विशेषता, गती, कठीणता व आक्रमण करण्याची शक्ती वेगवेगळ्या असतात.	14	Zombiechehi anek prakar asun tyanchya visheshta, gati, kathinta, va akraman karnyachi shakti vegveglya astat.	14	
पैस खांबाच्या भोवती बांधण्यात आलेल्या नव्या मंदिराचे उद्घाटन १९६३ साली झाले.	11	Pais khambachya bhovati bandhnyat aalelya navya mandirache udghatan 1963 saali jhale.	11	
एक रीफिलबल जलाशय असलेल्या पेनाने पिशवीसारख्या यंत्राजवळ एक बाटलीमधून शाई काढता येते, किंवा आईड्रोप्रायरने त्याला पुन्हा भरण्यासाठी आवश्यक असू शकते.	20	ek refillbal jalashay aslelya penane pishvisarkhya yantrajawal ek batlimadhun shai kadhta yete, kivva idroperne tyala punha bharnyasathi avashak asu shakte.	20	
येथील गरम पाण्याचे झरे हे एक प्रमुख आकर्षण आहे.	9	yethil garam panyache zare he ek pramukh akarshan ahe.	9	
रंगमंचीय नाटकांखेरीज त्यांनी आकाशवाणीवरील कार्यक्रम, दूरदर्शन मालिका अशा विविध ठिकाणी लेखक-दिग्दर्शक-अभिनेता म्हणून काम केले आहे.	15	rangmanchiya natakankherich tyani akaswanivaril karyakram, Doordarshan malika asha vividh thikani lekhak-digdarshak-abhineta mhanun kaam kele ahe.	15	
विदर्भाची प्राचीन राजधानी म्हणून कुंडीनपूर हे प्राचीन काळापासून प्रसिद्ध आहे.	10	Vidarbhachi prachin raajdhani mhanun Kundinpur he prachin kalapasun prasidha ahe.	10	
आणीबाणीच्या कालखंडात त्यांनी अनेक स्फुटे माणूसमध्ये लिहिली.	7	aanibaanichya kalkhandat tyani anek sphute manusmadhe lihili.	7	
या संघटनेचे पंजीकरण डॉ.	4	ya sanghatneche panjikaran Dr.	4	
दक्षिण आफ्रिकेच्या बांगलादेशविरुद्धच्या २-० मालिकाविजयात कागिसो रबाडा चमकला.	8	Dakshin Afrikechya Bangladeshvirudhachya 2-0 malikavijayat Kagiso Rabada chamakla.	8	
हे बुरहानपूर जिल्ह्याचे प्रशासकीय केंद्र आहे.	6	he Burhanpur zillyache prashaskiya kendra ahe.	6	
बेसुमार भूजल उपसा व कमी पाऊस यामुळे गावातील पाण्याची समस्या अत्यंत बिकट झाली आहे.	14	besumar bhujal upsaa va kami paus yamule gavatil panyachi samasya atyant bikat jhali ahe.	14	
प्रकाश परब ह्यांची अनुदिनी	4	Prakash Parab hyanchi anudini	4	
बीबीसी न्यूजवर फेब्रुवारी १० च्या विशेष घटना (इंग्रजी मजकूर)	9	BBC Newsvar February 10 chya vishesh ghatana (ingraji majkur)	9	
निकोलाय बासोव्ह हे शास्त्रज्ञ आहेत.	5	Nikolay Basov he shastradnya ahet.	5	
गॉस फॉरेस्ट संग्रहालय - १९०२ मध्ये होरेस आर्यिचबाल्ड गॉस या जंगलाच्या तत्कालीन संरक्षकाने वाणीकरणासाठी या संग्रहालयाची स्थापना केली.	18	Gos Forest Sangrahalay - 1902 madhye Hores Archidbald Gos ya junglachya tatkalin sarakshakane vaanikarnasathi ya sangrahalayachi sthapana keli.	18	
याने २०१६ उन्हाळी ऑलिंपिकमध्ये भारताचे प्रतिनिधित्व केले.	7	yaane 2016 unhali Olympicmadhye Bhartache pratinidhitva kele.	7	
हर्फे-वारियाब	1	Harfe-Wariyab	1	
असे होते विल्यम कॅरी (चरित्र)	5	ase hote William Carey (charitra)	5	
रफल	1	rafal	1	
सन १८९६ साली बनवलेल्या मुर्तीची अवस्था थोडी जीर्ण झाली होती.	10	sun 1896 saali banavlelya murtichi avastha thodi jirna jhali hoti.	10	
रघुनाथ गणेश	2	Raghunath Ganesh	2	
त्यांचे संपूर्ण नाव श्री काशिनाथ गोविंद उपासनी.	7	tyanche sampurna naav Shri Kashinath Govind Upasni.	7	
"माझे सत्याचे प्रयोग" मध्ये गांधीजींनी त्यांचे अहिंसेचे तत्त्वज्ञान मांडले आहे.	10	"majhe satyache prayog" madhye Gandhijini tyanche ahinseche tatvadnyan mandle ahe.	10	
अग्नि-५ क्षेपणास्त्र हे संरक्षण संशोधन आणि विकास संस्थेने भारतीय सेनादलाकरिता विकसित केलेले क्षेपणास्त्र आहे.	14	Agni-5 Kshepanastra he sarakshan sanshodhan ani vikas sansthene Bhartiya senadalakarita vikasit kelele kshepanastra ahe.	14	
तेथेच त्यांचे लहानपण गेले.	4	tethech tyanche lahanpan gele.	4	
ही भारतात नेपाळ इंडोनेशिया ( बाली) आणि हिमालयाच्या परिसरातील अन्य प्रदेशात उगवणारी एक आयुर्वेदिक औषधी वनस्पती आहे.	17	hi Bharatat Nepal Indonesia ( Bali) ani Himalayachya parisaratil anya pradeshat ugavnari ek ayurvedic aushadhi vanaspati ahe.	17	
परळी विधानसभा मतदारसंघ - परळी वैद्यनाथ विधानसभा मतदारसंघ.	8	Parali Vidhansabha matadarsangha - Parali Vaidyanath Vidhansabha matadarsangha.	8	
मुख्यमंत्री असताना १९९९ ते २००० या काळात चौटाला यांनी बनावट कागदपत्रांच्या आधारे तीन हजार शिक्षकांची भरती केली.	17	mukhyamantri astana 1999 te 2000 yaa kalat Chautala yanni banavat kagadpatranchya aadhare teen hazar shikshakanchi bharti keli.	17	
मार्च १९५२ मध्ये माजी राष्ट्राध्यक्ष फुल्गेन्स्यो बतिस्ता ह्याने एका लष्करी बंडामध्ये क्यूबाची सत्ता बळकावली व तेथे आपली हुकूमशाही प्रस्थापित केली.	20	March 1952 madhye maaji Rashtradhyaksha Fulgencio Batista hyane eka Lashkari bandamadhye Cubachi satta balkavli va tethe aapli hukumshahi prasthapit keli.	20	
चाकरमानी या मराठी नाटकात त्यांनी अभिनेते मच्छिंद्र कांबळी यांच्या आईची भूमिका साकारली होती.	13	Chakarmani yaa Marathi natakat tyani abhinete Machindra Kambli yanchya aaichi bhumika sakarli hoti.	13	
काळू-बाळू जोडीला तमाशाकलेतील योगदानासाठी इ.	5	Kalu-Balu jodila tamashakaletil yogdanasathi i.	5	
आणि दक्षिण आफ्रिका, ऑस्ट्रेलिया, न्यूझीलंड यांपासून त्यापेक्षा पुष्कळच दूर व अलग आहे.	12	aani Dakshin Africa, Australia, Newzealand yanpasun tyapeksha pushkalach door va alag ahe.	12	
तिरुचिरापल्ली येतील सीतालक्ष्मी रामस्वामी महाविद्यालयातून त्यांनी अर्थशास्त्रात बी.	8	Tiruchirapalli yethil Seetalaxmi Ramaswamy Mahavidyalayatun tyani arthashastra B.	8	
या ठिकाणी समाईक स्वयंपाकघराची व स्वतंत्र खोल्यांची सोय केलेली आहे.	10	yaa thikani samaik swayampakgharachi va swatantra kholyanchi soy keleli ahe.	10	
यासुहितो इंदो हा जपानचा फुटबॉलपटू आहे.	6	Yasuhito Endo haa Japancha footballpatu ahe.	6	
त्या क्रांतीनंतर स्थापन झालेल्या नव्या सरकारच्या अल्पसंख्य राष्ट्रिक गटाचे मंत्रिपद स्टालिनकडे देण्यात आले.	13	tya krantinantar sthapan jhalelya navya sarkarchya alpasankhya rashtrik gatache mantripad Stalinkade denyat aale.	13	
(दि) बुद्धिस्ट सोसायटी ऑफ इंडिया	5	(The) Buddhist Society of India	5	
रामकृष्ण गोपाळ भांडारकर ह्यांच्या जीवनकार्याचा गौरव म्हणून त्यांच्या नावाने ह्या संस्थेची स्थापना करण्यात आली.	14	Ramkrishna Gopal Bhandarkar hyanchya jeevankaryacha gaurav mhanun tyanchya navane hya sansthechi sthapana karnyat aali.	14	
त्यांची समाधी या परिसरातच आहे.	5	tyanchi samadhi ya parisaratach ahe.	5	
पाणथळ जागा अतिशय वैविध्यपूर्ण आणि उत्पादक परिसंस्था असतात.	8	Panthal jaga atishay vaividhyapurna ani utpadak parisanstha astat.	8	
गंधाली	1	Gandhali	1	
पाठीवर गर्द रेघा असतात.	4	pathivar gard regha astat.	4	
वैयक्तिक संकेतस्थळ	2	vaiyaktit sanketsthal	2	
सध्या अहमदाबाद-वडोदरा दरम्यानचा राष्ट्रीय द्रुतगतीमार्ग १, दिल्ली-गुरगांव द्रुतगतीमार्ग, मुंबईमधील पूर्व मुक्त मार्ग इत्यादी अनेक नियंत्रित-प्रवेश महामार्ग भारतात कार्यरत आहेत.	19	sadhya Ahmedabad-Vadodara darmyancha Rashtriya drutgatimarga 1, Delhi-Gurgaon drutgatimarga, Mumbaimadhil purva mukt marg ityadi anek niyantrit-pravesh mahamarga Bhartat karyarat ahet.	19	
अलीकडच्या काळात चिखलदरा हे ठिकाण पॅराग्लायडिंगसाठी हळूहळू उदयास येत आहे.	10	alikadchya kalat Chikhaldara he thikan Paraglidingsathi haluhalu udayas yet ahe.	10	
स्वयंवर (चंद्रेश्वर)	2	swayamvar (Chandreshvar)	2	
हा प्रबंध डिसेंबर, १८२३ मध्ये पुस्तकरूपात प्रकाशित झाला.	8	ha prabandha December, 1823 madhye pustakrupat prakashit jhala.	8	
या नद्यांचा महाबळेश्वर येथे उगम झाला आहे.	7	ya nadyancha Mahabaleshwar yethe ugam jhala ahe.	7	
राष्ट्रीय प्रौद्योगिकी संस्थान, श्रीनगर ही एन.	6	Rashtriya Praudyogiki Sansthan, Srinagar hi N.	6	
विठोबाच्या गळ्यातील तुळशीमाळेची अर्थात वैजयंतीमालेची अन् तुळशीच्या लग्नाची ही लोककथा ’पैस’मध्ये आहे..	12	Vithobachya galyatil Tulshimalechi arthat Vaijayantimalechi ann Tulshichya lagnachi hi lokkatha 'Pais'madhye ahe..	12	
यामुळे या चित्रपटाला आपार यश मिळाले.	6	yamule yaa chitrapatala aapar yash milale.	6	
१८६७ साली मॅट्रिकची परीक्षा पास झाल्यानंतर त्यांनी तीन वर्षें मेडिकल कॉलेजात घालविली.	12	1867 saali matrikchi pariksha paas jhalyanantar tyani teen varshe Medical Collejat ghalavli.	12	
सुन्नी बोहरा हनफी इस्लामिक कायद्याचे पालन करतात.	7	Sunni Bohra Hanafi Islamic kaydyache palan kartat.	7	
पुढे गडाच्या सर्वोच्च माथ्यावरच्या बुरुजापाशी आपण पोहोचतो.	7	pudhe gadachya sarvoccha mathyavarchya burujapashi aapan pochto.	7	
माझा कट्टा | डॉ. जगन्नाथ दीक्षित यांच्यासोबत आरोग्यदायी डाएटकट्टा	9	majha katta | Dr. Jagannath Dixit yanchyasobat arogyadaayi dietkatta	9	
बोर्दू	1	Bordu	1	
ज्येष्ठ शुद्ध तृतीया ही ज्येष्ठ महिन्याच्या शुद्ध पक्षातील तिसरी तिथी आहे.	11	jyestha shudha trutiya hi jyestha mahinyachya shudh pakshatil teesri tithi ahe.	11	
अशाप्रकारे दोघांनीही तिचा स्विकार न केल्याने ती भीष्माकडे येते.	9	ashaprakare doghanihi ticha sweekar na kelyane ti Bhishmakade yete.	9	
एका हंगामात पाच बहर येत असल्याने हे जोडपीक म्हणूनही शेतकऱ्यांना पैसे देऊन जाते.	13	eka hungamat paach bahar yet aslyane he jodpeak mhanunahi shetkaryana paise deun jate.	13	
हे २३वे विभागीय संमेलन होते.	5	he 23ve vibhagiya sammelan hote.	5	
व्ही८३८ मोनोसेरॉटिस एक लाल महाराक्षसी चलतारा आहे ज्यामध्ये ६ जानेवारी २००२ रोजी स्फोटक उद्रेकाची सुरुवात झाली.	16	V838 Monocerotis ek lal maharakshashi chaltara ahe jyamadhye 6 January 2002 roji sphotak udrekachi suruvat jhali.	16	
हे लाल रंगाचे फळ असते.	5	he lal rangache fal aste.	5	
त्यांची चार पुरस्कारप्राप्त कादंबर्‍या धरून, एकूण ११हून अधिक मराठी पुस्तके प्रकाशित झाली आहेत.	13	tyanchi char puraskarprapta kadambarya dharun, ekun 11hun adhik marathi pustake prakashit jhali ahet.	13	
कुठल्याही इंधनाच्या वापराचा परिणाम निसर्गाच्या सर्व घटकांवर होत असतो.	9	kuthlyahi indhanachya vaparacha parinaam nisargachya sarva ghatakanvar hot asto.	9	
संगीत नाटक अकादमी आणि नंतर फोर्ड फाऊंडेशनच्या अनुदानाने आपल्या आवडीच्या मोहिनीअट्टमम या विषयाचा त्यांनी अधिक सखोल अभ्यास केला.	18	Sangeet Natak Academy aani nantar Ford Foundationchya anudanane aaplya avadichya Mohiniattam yaa vishayacha tyani adhik sakhol abhyas kela.	18	
वैकाटो हा न्यू झीलँडचा एक भाग आहे.	7	Waikato ha New Zealandcha ek bhag ahe.	7	
महाभारताच्या युद्धात कौरवांच्या बाजूने ११ अक्षौहिणी तर पांडवाच्या बाजूने ७ अक्षौहिणी सैन्य लढले होते.	14	Mahabharatachya yudhat Kauravanchya bajune 11 akshauhini tar Pandavachya bajune 7 akshauhini sainya ladhle hote.	14	
आद्य साहित्यिक संस्था असलेल्या वाचनालयात इ.	6	aadya sahityik sanstha aslelya vachanalayat e.	6	
इतकी शतके आत्तापर्यंत कोणत्याही फलंदाजाने व कोणत्याही एका वर्षात केलेली नाहीत.	11	itki shatake attaparyanta kontyahi falandajane va kontyahi eka varshat keleli nahit.	11	
खेळण्याचे क्षेत्र आडव्या पट्ट्यांमध्ये विभागलेले असते.	6	khelnyache kshetra aadvya pattyanmadhye vibhaglele aste.	6	
साहित्य	1	sahitya	1	
अल्मेडाने अरबांच्या अरबी समुद्रातील एकाधिकाराला आव्हान दिले व त्यांच्यावर सतत आक्रमणे करुन त्यांचा पराभव केला.	15	Almeidane Arabanchya Arbi samudratil ekadhirala awhan dile va tyanchyavar satat akramane karun tyancha parabhav kela.	15	
युरोफायटर टायफून अधिकृत आंतरजालीय दुवा (भाषा:इंग्रजी)	6	Eurofighter Typhoon adhikrut aantarjaliya dva (bhasha:ingraji)	6	
पाहू किती रे वाट	4	pahu kiti re waat	4	
सत्याग्रही समाजवाद व व मार्क्सवादाचा समन्वय : आचार्य शं.	9	satyagrahi samajwaad va va Marksvadacha samanvay : Acharya Shan.	9	
शिवाय ॠषीटेकडीवर नव्याने दुर्गादेवीचे मंदिर बांधण्याचे काम सुरू आहे.	9	shivai Hrishitekdivar navyane Durgadeviche Mandir bandhnyache kaam suru ahe.	9	
कथ्थक हे मुलतः एकपात्री नृत्य समजले जाते.	7	Kathak he mulatah ekpatri nrutya samajle jaate.	7	
साहित्य मैफल	2	sahitya maifal	2	
ते सांस्कृतिक, उद्योग, खाण या खात्यांचेही मंत्री होते.	8	te sanskrutik, udyog, khaan yaa khatyanchehi mantri hote.	8	
कथासंग्रह आणि नाटकाव्यतिरिक्त आनंदीबाईंनी काही श्रुतिकाही लिहिल्या आहेत.	8	kathasangrah aani natakavyatirikt Anandibaini kahi shrutikahi lihilya ahet.	8	
हा दोन तासांचा प्रवास आरबीआय चौकापासून झिरो माईल आणि वेरीटी चौकाकडे, राणी झाशी चौक पार करून, संविधान चौकावर परत येण्यासाठी सुरू झाला.	22	ha don tasancha pravas RBI chowkapasun Zero Mile ani Veriti chowkakade, Rani Jhanshi chowk paar karun, Sanvidhan chowkavar parat yenyasathi suru jhala.	22	
तुकडीचे नेतृत्व असल्याने त्याने खान या नावाची पदवी धारण केली होती.	11	tukdiche netrutva aslyane tyane Khan ya navachi padvi dharan keli hoti.	11	
रोन-आल्प	1	Ron-Alp	1	
